# pfam_id_or_name	predicates (comma-separated)	note	merge_policy
# Duplicate rows require merge_policy=merge; otherwise loading fails.
PF00026	hydrolase,protease
PF00027	crp_fnr_family,dna_binding,regulator,transcription_factor
PF00028	adhesin,cell_surface,repeat_domain
PF00032	heme_binding,respiration
PF00033	cytochrome,electron_transport,heme_binding,respiration
PF00034	electron_transport,heme_binding
PF00035	rna_binding
PF00036	calcium_binding,metal_binding
PF00037	electron_transport,ferredoxin,iron_sulfur,metal_binding
PF00039	cell_surface,repeat_domain
PF00040	cell_surface,repeat_domain
PF00041	cell_surface,repeat_domain
PF00042	heme_binding
PF00043	oxidative_stress,transferase
PF00044	central_metabolism,glycolysis,nad_binding
PF00046	dna_binding,helix_turn_helix
PF00047	cell_surface,repeat_domain
PF00050	protease,regulator
PF00056	dehydrogenase,nad_binding,oxidoreductase
PF00067	heme_binding,monooxygenase,oxidoreductase,oxygenase
PF00070	fad_binding,nad_binding,oxidoreductase
PF00071	gtp_binding,gtpase,signaling
PF00072	regulator,response_regulator,two_component
PF00075	dna_repair,hydrolase,rnase
PF00076	rna_binding
PF00077	mobile_element,protease
PF00078	dna_polymerase,mobile_element
PF00079	protease,regulator
PF00080	manganese_binding,metal_binding
PF00083	membrane,mfs_transporter,sugar_transporter,transporter
PF00085	arsenic_resistance,heavy_metal_resistance,oxidative_stress,oxidoreductase,thioredoxin
PF00089	hydrolase,protease
PF00091	cell_division,ftsz,gtp_binding
PF00092	cell_surface,repeat_domain
PF00096	dna_binding,metal_binding,zinc_binding,zinc_finger
PF00097	metal_binding,zinc_binding
PF00098	metal_binding,zinc_binding,zinc_finger
PF00101	carbon_fixation,rubisco
PF00105	metal_binding,zinc_binding
PF00106	cofactor_binding,dehydrogenase,nad_binding,oxidoreductase
PF00107	dehydrogenase,metal_binding,nad_binding,oxidoreductase,zinc_binding
PF00108	fatty_acid_degradation,lipid_metabolism,transferase
PF00109	fatty_acid_synthesis,lipid_metabolism,transferase
PF00111	2fe2s,ferredoxin,iron_sulfur,metal_binding
PF00113	gluconeogenesis,glycolysis,kinase
PF00114	cell_surface,pilus
PF00115	cytochrome,cytochrome_c_oxidase,electron_transport,heme_binding,respiration,terminal_oxidase
PF00117	amino_acid_metabolism,glutamine_amidotransferase,transferase
PF00118	chaperone,hsp60,stress_response
PF00120	ammonia_assimilation,glutamine_synthetase,nitrogen_metabolism
PF00121	glycolysis,isomerase
PF00124	light_harvesting,photosynthesis
PF00125	dna_binding,regulator
PF00126	dna_binding,helix_turn_helix,lysr_family,regulator,transcription_factor
PF00127	copper_binding,metal_binding
PF00132	acetyltransferase,repeat_domain,transferase
PF00133	amino_acid_metabolism,translation,trna_synthetase
PF00136	metal_binding,zinc_binding
PF00137	atp_synthesis,energy_metabolism,membrane
PF00140	regulator,sigma_factor
PF00141	heme_binding,oxidative_stress,oxidoreductase,peroxidase
PF00142	iron_sulfur
PF00144	antibiotic_resistance,beta_lactamase,hydrolase
PF00145	dna_binding,methyltransferase_rm,restriction_modification
PF00148	molybdenum_binding,oxidoreductase
PF00149	manganese_binding,metal_binding
PF00152	amino_acid_metabolism,atp_binding,translation,trna_synthetase
PF00154	atp_binding,dna_repair,recombinational_repair
PF00155	amino_acid_metabolism,aminotransferase,plp_binding
PF00156	nucleotide_metabolism,purine_metabolism,transferase
PF00162	glycolysis,kinase
PF00165	arac_family,dna_binding,helix_turn_helix,regulator,transcription_factor
PF00166	chaperone,hsp60,stress_response
PF00171	dehydrogenase,oxidoreductase
PF00173	fatty_acid_synthesis,lipid_metabolism
PF00174	metal_binding,molybdenum_binding
PF00175	nad_binding,oxidoreductase,reductase
PF00176	atp_binding,helicase,regulator
PF00188	cell_surface
PF00190	hydrolase,oxidoreductase
PF00196	dna_binding,helix_turn_helix,luxr_family,regulator,transcription_factor
PF00199	catalase,heme_binding,oxidative_stress
PF00202	amino_acid_metabolism,aminotransferase,plp_binding
PF00207	binding,protease
PF00208	amino_acid_degradation,dehydrogenase,oxidoreductase
PF00210	iron_sulfur,metal_binding
PF00211	signaling
PF00213	atp_synthesis,energy_metabolism
PF00215	lyase,nucleotide_metabolism,pyrimidine_metabolism
PF00218	histidine_biosynthesis,transferase
PF00223	iron_sulfur,photosynthesis,photosystem_i
PF00224	atp_binding,glycolysis,kinase
PF00226	chaperone,hsp60,stress_response
PF00230	ion_channel,membrane,transporter
PF00232	manganese_binding,metal_binding
PF00239	dna_binding,mobile_element,recombinase,resolvase
PF00240	metal_binding,zinc_binding
PF00248	oxidoreductase,reductase
PF00251	carbohydrate_active,glycosidase,hydrolase
PF00252	ribosomal_protein,translation
PF00254	chaperone,isomerase
PF00258	electron_transport,fmn_binding,oxidoreductase
PF00266	amino_acid_metabolism,aminotransferase,plp_binding,transferase
PF00267	beta_barrel,outer_membrane,porin,transporter
PF00270	atp_binding,dna_repair,helicase,rna_binding
PF00271	atp_binding,dna_repair,helicase
PF00278	amino_acid_metabolism,decarboxylase,lyase
PF00281	ribosomal_protein,translation
PF00285	central_metabolism,lyase,tca_cycle
PF00288	atp_binding,kinase,transferase
PF00290	aromatic_aa_metabolism,transferase
PF00291	amino_acid_biosynthesis,aromatic_aa_metabolism
PF00293	hydrolase,nucleotide_metabolism
PF00294	carbohydrate_active,central_metabolism,kinase
PF00297	ribosomal_protein,translation
PF00300	hydrolase,phosphatase
PF00301	electron_transport,iron_sulfur,metal_binding
PF00308	atp_binding,dna_binding,replication
PF00310	aminotransferase,nitrogen_metabolism
PF00313	cold_shock,rna_binding,stress_response
PF00316	gluconeogenesis,phosphatase
PF00317	nucleotide_metabolism,oxidoreductase,reductase
PF00324	amino_acid_transporter,membrane,transporter
PF00325	crp_fnr_family,dna_binding,regulator,transcription_factor
PF00329	electron_transport,respiration
PF00330	central_metabolism,iron_sulfur,lyase,tca_cycle
PF00334	kinase,nucleotide_metabolism
PF00342	central_metabolism,glycolysis,isomerase
PF00343	carbohydrate_active,transferase
PF00346	electron_transport,iron_sulfur,respiration
PF00352	dna_binding,regulator,transcription
PF00353	calcium_binding,metal_binding
PF00354	cell_surface,immune_related
PF00355	copper_binding,metal_binding
PF00356	dna_binding,laci_family,regulator,transcription_factor
PF00365	glycolysis,isomerase
PF00368	isoprenoid_biosynthesis,oxidoreductase
PF00374	hydrogen_metabolism,hydrogenase,metal_binding,nickel_binding,nife_hydrogenase,nifese_hydrogenase,selenium
PF00376	dna_binding,helix_turn_helix,regulator,transcription_factor
PF00378	central_metabolism,fatty_acid_degradation,lipid_metabolism,pentose_phosphate
PF00382	dna_binding,transcription
PF00383	hydrolase,nucleotide_metabolism
PF00384	denitrification,metal_binding,molybdenum_binding,nitrate_reduction
PF00389	2fe2s,dehydrogenase,fad_binding,oxidoreductase
PF00390	central_metabolism,nad_binding,oxidoreductase
PF00391	central_metabolism,transferase
PF00392	dna_binding,gntr_family,helix_turn_helix,regulator,transcription_factor
PF00394	copper_binding,denitrification,metal_binding
PF00400	protein_binding,repeat_domain,wd40_repeat
PF00403	copper_binding,heavy_metal_resistance,metal_binding,metal_transporter,transporter
PF00404	adhesin,cell_surface,dockerin
PF00406	atp_binding,kinase,nucleotide_metabolism
PF00415	regulatory,repeat_domain
PF00421	heme_binding,photosynthesis,photosystem_ii
PF00431	cell_surface,repeat_domain
PF00432	isoprenoid_biosynthesis,transferase
PF00436	dna_binding,replication
PF00437	secretion_component,t1ss_component
PF00440	dna_binding,helix_turn_helix,regulator,tetr_family,transcription_factor
PF00441	beta_oxidation,fatty_acid_degradation,lipid_metabolism
PF00449	metal_binding,nickel_binding,urease
PF00456	pentose_phosphate,thiamine_binding,transferase
PF00459	hydrolase,phosphatase
PF00462	glutaredoxin,oxidative_stress,oxidoreductase
PF00464	one_carbon_metabolism,plp_binding,transferase
PF00465	dehydrogenase,iron_sulfur,oxidoreductase
PF00472	translation,translation_factor
PF00474	membrane,symporter,transporter
PF00475	histidine_biosynthesis,lyase
PF00476	dna_polymerase,replication
PF00478	metal_binding,zinc_binding
PF00479	central_metabolism,pentose_phosphate
PF00480	carbohydrate_active,kinase,regulatory
PF00481	hydrolase,phosphatase,regulatory
PF00482	secretion_component,t2ss_component
PF00483	nucleotidyltransferase,transferase
PF00484	hydrolase,lyase,zinc_binding
PF00485	calvin_cycle,carbohydrate_active,carbon_fixation,kinase,prk
PF00488	dna_repair,mismatch_repair
PF00490	heme_biosynthesis,lyase
PF00496	abc_substrate_binding,abc_transporter,transporter
PF00498	phosphopeptide_binding,signaling
PF00501	atp_binding,nrps,secondary_metabolism
PF00512	kinase,regulator,sensor_kinase,two_component
PF00515	protein_binding,repeat_domain,tpr_repeat
PF00520	ion_channel,membrane,transporter
PF00521	replication,topoisomerase
PF00528	abc_substrate_binding,abc_transporter,periplasmic,transporter
PF00532	abc_substrate_binding,abc_transporter,transporter
PF00534	carbohydrate_active,glycosyltransferase,transferase
PF00535	carbohydrate_active,glycosyltransferase,transferase
PF00543	nitrogen_metabolism,regulatory
PF00549	central_metabolism,ligase,tca_cycle
PF00550	fatty_acid_synthesis,lipid_metabolism,nrps,polyketide_synthesis,secondary_metabolism
PF00551	one_carbon_metabolism,transferase
PF00556	light_harvesting,photosynthesis
PF00560	lrr_repeat,repeat_domain
PF00563	cyclic_dinucleotide,phosphodiesterase,signaling
PF00565	hydrolase,nuclease
PF00570	dna_repair,helicase
PF00571	cbs_domain,nucleotide_binding,regulatory
PF00575	ribosomal_protein,rna_binding
PF00577	sec_pathway,secretion_component,signal_recognition
PF00578	oxidative_stress,oxidoreductase,peroxiredoxin
PF00581	sulfur_metabolism,sulfurtransferase,transferase
PF00582	stress_response
PF00583	acetyltransferase,transferase
PF00586	amino_acid_metabolism,ligase,purine_metabolism
PF00587	amino_acid_metabolism,translation,trna_synthetase
PF00593	beta_barrel,outer_membrane,tonb_dependent_receptor,transporter
PF00596	aldolase,central_metabolism,lyase
PF00614	hydrolase,lipase,signaling
PF00633	dna_binding,dna_repair
PF00639	chaperone,isomerase
PF00653	metal_binding,zinc_binding
PF00654	ion_channel,membrane,transporter
PF00664	abc_atpase,abc_transporter,atp_binding,transporter
PF00665	integrase,mobile_element,recombinase
PF00668	polyketide_synthesis,secondary_metabolism
PF00669	cell_surface,flagellin,flagellum
PF00672	regulator,sensor_kinase,two_component
PF00676	central_metabolism,dehydrogenase,oxidoreductase
PF00679	translation,translation_factor
PF00682	central_metabolism,lyase
PF00684	chaperone,zinc_binding
PF00685	sulfur_metabolism,sulfurtransferase,transferase
PF00691	cell_surface,outer_membrane
PF00692	hydrolase,nucleotide_metabolism
PF00696	amino_acid_biosynthesis,amino_acid_metabolism,atp_binding,kinase
PF00697	aromatic_aa_metabolism,isomerase
PF00698	fatty_acid_synthesis,lipid_metabolism
PF00700	cell_surface,flagellin,flagellum
PF00701	amino_acid_biosynthesis,lyase
PF00702	hydrolase,phosphatase
PF00705	dna_binding,replication
PF00708	energy_metabolism,hydrolase,phosphatase
PF00710	amino_acid_metabolism,hydrolase
PF00712	dna_polymerase,replication
PF00722	carbohydrate_active,glycosidase,hydrolase
PF00723	carbohydrate_active,glycosidase,hydrolase
PF00724	nadp_binding,oxidoreductase,reductase
PF00725	dehydrogenase,fatty_acid_degradation,oxidoreductase
PF00733	amino_acid_biosynthesis,asparagine_synthesis,ligase
PF00735	cell_division,gtp_binding
PF00736	translation,translation_factor
PF00741	cell_surface,membrane
PF00742	amino_acid_biosynthesis,oxidoreductase
PF00752	dna_repair,nuclease
PF00753	hydrolase,metal_binding,zinc_binding
PF00754	carbohydrate_binding
PF00763	one_carbon_metabolism,oxidoreductase
PF00768	cell_wall,pbp,peptidoglycan,transpeptidase
PF00773	hydrolase,rna_processing,rnase
PF00781	kinase,lipid_metabolism
PF00800	aromatic_aa_metabolism,lyase
PF00801	adhesin,cell_surface,repeat_domain
PF00805	repeat_domain
PF00808	dna_binding,regulator
PF00814	translation,trna_modification
PF00815	histidine_biosynthesis,oxidoreductase
PF00817	dna_repair,sos_response
PF00821	gluconeogenesis,lyase
PF00834	isomerase,pentose_phosphate
PF00849	isomerase,trna_modification
PF00850	hydrolase,regulator
PF00856	methyltransferase,sam_binding,transferase
PF00857	aromatic_aa_metabolism,hydrolase
PF00867	dna_repair,nuclease
PF00873	antibiotic_resistance,efflux_pump,membrane,multidrug_resistance,transporter
PF00881	fmn_binding,oxidoreductase,reductase
PF00884	hydrolase,sulfur_metabolism
PF00890	iron_sulfur,sulfate_reduction,sulfur_metabolism
PF00892	membrane,transporter
PF00893	efflux_pump,membrane,multidrug_resistance,transporter
PF00899	cofactor_biosynthesis,ligase,thiamine_biosynthesis
PF00903	antibiotic_resistance,dioxygenase,iron_binding,oxidoreductase
PF00905	antibiotic_resistance,cell_wall,pbp,peptidoglycan
PF00908	carbohydrate_active,isomerase
PF00909	nitrogen_metabolism,transporter
PF00912	cell_wall,murein_synthesis,peptidoglycan,transferase
PF00919	hypothetical
PF00920	branched_chain_aa,dehydratase,lyase
PF00923	pentose_phosphate,transferase
PF00924	copper_binding,metal_binding
PF00925	cofactor_biosynthesis,hydrolase
PF00929	hydrolase,nuclease
PF00931	atp_binding,defense_system,signaling
PF00932	cell_division
PF00936	copper_binding,metal_binding,methanotrophy,one_carbon_metabolism
PF00939	membrane,sulfate_transporter,transporter
PF00950	abc_atpase,abc_transporter,transporter
PF00958	ligase,purine_metabolism
PF00962	deaminase,hydrolase,nucleotide_metabolism
PF00963	adhesin,cell_surface,cohesin
PF00977	amino_acid_biosynthesis,histidine_biosynthesis
PF00989	sensor_kinase,signaling
PF00990	cyclic_dinucleotide,diguanylate_cyclase,signaling
PF00994	metal_binding,molybdenum_binding
PF00999	ion_transporter,sodium_transporter,transporter
PF01011	dehydrogenase,oxidoreductase,pqq_binding
PF01022	dna_binding,helix_turn_helix,regulator,transcription_factor
PF01023	calcium_binding,metal_binding
PF01025	chaperone,heat_shock
PF01026	dna_repair,dnase,hydrolase
PF01032	abc_transporter,iron_binding,transporter
PF01037	asnc_family,regulator
PF01041	aminotransferase,plp_binding,secondary_metabolism,transferase
PF01047	dna_binding,marr_family,regulator,transcription_factor
PF01048	nucleotide_metabolism,transferase
PF01050	carbohydrate_active,isomerase
PF01053	plp_binding,sulfur_metabolism,transferase
PF01057	atp_binding,helicase,mobile_element
PF01061	abc_atpase,abc_transporter,atp_binding,metal_binding,transporter,zinc_binding
PF01063	amino_acid_biosynthesis,aromatic_aa_metabolism
PF01066	lipid_metabolism,transferase
PF01070	fmn_binding,oxidoreductase,reductase
PF01071	atp_binding,ligase,purine_metabolism
PF01073	dehydrogenase,fad_binding,oxidoreductase
PF01077	iron_sulfur,metal_binding
PF01078	atp_binding,chelatase,heme_biosynthesis,magnesium_binding
PF01087	sulfur_assimilation,sulfur_metabolism
PF01094	membrane,receptor,signaling
PF01106	iron_sulfur,iron_sulfur_biosynthesis
PF01113	amino_acid_biosynthesis,oxidoreductase
PF01116	aldolase,glycolysis,lyase
PF01119	dna_repair,mismatch_repair
PF01128	isoprenoid_biosynthesis,transferase
PF01135	methyltransferase,protein_modification,transferase
PF01137	ligase,rna_processing
PF01139	ligase,rna_processing
PF01142	isomerase,translation,trna_modification
PF01145	membrane,signaling,stress_response
PF01148	lipid_metabolism,nucleotidyltransferase
PF01149	base_excision_repair,dna_repair
PF01154	isoprenoid_biosynthesis,lipid_metabolism,transferase
PF01155	hydrogenase_maturation,metal_binding,nickel_binding
PF01161	binding,lipid_metabolism
PF01168	amino_acid_metabolism,isomerase,plp_binding
PF01169	calcium_binding,metal_transporter,transporter
PF01170	methyltransferase,transferase
PF01172	ribosomal_protein,translation
PF01174	glutamine_amidotransferase,transferase
PF01176	translation,translation_factor
PF01177	isomerase,racemase
PF01180	oxidoreductase,pyrimidine_metabolism
PF01182	carbohydrate_active,isomerase
PF01184	membrane,transporter
PF01189	methyltransferase,rrna_modification
PF01202	aromatic_aa_metabolism,kinase
PF01204	carbohydrate_active,glycosidase,hydrolase
PF01206	sulfur_metabolism,sulfurtransferase,transferase
PF01207	oxidoreductase,trna_modification
PF01208	decarboxylase,heme_biosynthesis,lyase
PF01209	metal_binding,molybdenum_binding
PF01210	dehydrogenase,lipid_metabolism,oxidoreductase
PF01222	isoprenoid_biosynthesis,oxidoreductase,reductase
PF01227	cofactor_biosynthesis,folate_biosynthesis,hydrolase
PF01230	hydrolase,nucleotide_metabolism
PF01239	isoprenoid_biosynthesis,transferase
PF01242	cofactor_biosynthesis,lyase
PF01243	cofactor_biosynthesis,oxidoreductase,pyridoxal_biosynthesis
PF01253	translation,translation_factor
PF01255	isoprenoid_biosynthesis,transferase
PF01261	base_excision_repair,dna_repair,nuclease
PF01262	amino_acid_metabolism,dehydrogenase,oxidoreductase
PF01266	fad_binding,oxidase,oxidoreductase
PF01268	atp_binding,ligase,one_carbon_metabolism
PF01269	methyltransferase,rrna_modification
PF01276	decarboxylase,lyase
PF01287	translation,translation_factor
PF01288	cofactor_biosynthesis,folate_biosynthesis,kinase
PF01293	central_metabolism,gluconeogenesis,lyase
PF01297	abc_transporter,transporter,zinc_binding
PF01300	translation,trna_modification
PF01302	calcium_binding,metal_binding
PF01312	flagellar_motor,flagellum
PF01315	metal_binding,molybdenum_binding
PF01321	chaperone,stress_response
PF01323	oxidoreductase,thioredoxin
PF01325	dna_binding,iron_binding,regulator
PF01326	central_metabolism,kinase
PF01327	hydrolase,metal_binding,protease
PF01336	amino_acid_metabolism,translation,trna_synthetase
PF01339	chemotaxis,hydrolase
PF01344	kelch_repeat,repeat_domain
PF01345	adhesin,cell_surface,repeat_domain
PF01351	dna_repair,hydrolase,rnase
PF01370	carbohydrate_active,epimerase,isomerase,nad_binding
PF01379	heme_biosynthesis,lyase
PF01380	carbohydrate_active,isomerase,sugar_metabolism
PF01381	dna_binding,helix_turn_helix
PF01384	membrane,phosphate_transporter,transporter
PF01391	cell_surface,repeat_domain
PF01402	dna_binding,regulator,ribbon_helix_helix
PF01408	metal_binding,zinc_binding
PF01409	translation,trna_synthetase
PF01419	dna_repair,mismatch_repair
PF01420	methyltransferase,methyltransferase_rm,restriction_modification
PF01423	rna_binding
PF01425	amidase,hydrolase
PF01436	repeat_domain
PF01450	branched_chain_aa,isomerase,reductase
PF01451	hydrolase,phosphatase
PF01455	hydrogenase_maturation
PF01458	iron_sulfur,iron_sulfur_biosynthesis
PF01464	cell_wall,hydrolase,lytic_transglycosylase,peptidoglycan
PF01467	lipid_metabolism,nucleotidyltransferase,transferase
PF01475	iron_binding,metal_homeostasis,regulator,transcription_factor
PF01476	cell_wall,murein_synthesis,peptidoglycan
PF01479	rna_binding
PF01487	aromatic_aa_metabolism,hydrolase
PF01488	aromatic_aa_metabolism,dehydrogenase,oxidoreductase
PF01490	amino_acid_transporter,membrane,transporter
PF01493	nucleotide_binding
PF01494	fad_binding,oxidase,oxidoreductase
PF01497	abc_permease,abc_transporter,transporter
PF01502	histidine_biosynthesis,hydrolase
PF01503	histidine_biosynthesis,hydrolase
PF01507	oxidoreductase,sulfur_metabolism
PF01509	isomerase,trna_modification
PF01510	cell_wall,hydrolase,peptidoglycan
PF01512	fad_binding,oxidoreductase,reductase
PF01514	flagellar_hook,flagellum
PF01515	central_metabolism,transferase
PF01520	holin,membrane,phage_related
PF01522	carbohydrate_active,hydrolase
PF01523	metal_binding,protease
PF01526	mobile_element,transposase
PF01527	mobile_element,transposase
PF01535	regulatory,repeat_domain
PF01541	hydrolase,nuclease
PF01544	magnesium_binding,metal_transporter,transporter
PF01545	copper_binding,membrane,metal_binding,metal_transporter,transporter
PF01547	abc_substrate_binding,abc_transporter,transporter
PF01548	mobile_element,transposase
PF01554	efflux_pump,membrane,transporter
PF01555	dna_methylase,methyltransferase,restriction_modification
PF01556	chaperone,heat_shock
PF01558	central_metabolism,iron_sulfur,oxidoreductase
PF01566	membrane,metal_transporter,transporter
PF01568	denitrification,metal_binding,molybdenum_binding,nitrate_reduction
PF01569	hydrolase,lipid_metabolism,phosphatase
PF01571	amino_acid_degradation,one_carbon_metabolism,transferase
PF01580	atp_binding,cell_division,dna_binding
PF01582	defense_system,signaling
PF01584	chemotaxis,signaling
PF01590	sensor_kinase,signaling
PF01591	carbohydrate_active,kinase
PF01592	iron_sulfur,iron_sulfur_biosynthesis
PF01593	flavin_binding,oxidase,oxidoreductase
PF01594	signaling,transporter
PF01595	membrane,metal_transporter,transporter
PF01597	amino_acid_degradation,one_carbon_metabolism
PF01602	membrane,vesicle_trafficking
PF01609	mobile_element,transposase
PF01612	dna_polymerase,nuclease,replication
PF01614	dna_binding,iclr_family,regulator,transcription_factor
PF01624	dna_repair,mismatch_repair
PF01625	oxidative_stress,oxidoreductase,sulfur_metabolism
PF01627	kinase,two_component
PF01634	histidine_biosynthesis,transferase
PF01636	aminoglycoside_resistance,antibiotic_resistance,phosphotransferase
PF01637	atp_binding,atpase
PF01638	one_carbon_metabolism,regulator
PF01641	oxidoreductase,selenium_metabolism
PF01654	cytochrome_bd_oxidase,electron_transport,heme_binding,respiration,terminal_oxidase
PF01656	cell_division,chromosome_partitioning,cobalamin_biosynthesis,iron_sulfur
PF01661	regulatory,signaling
PF01663	hydrolase,phosphodiesterase,signaling
PF01676	manganese_binding,metal_binding
PF01680	cofactor_biosynthesis,pyridoxal_biosynthesis
PF01693	hypothetical,phage_related
PF01695	atp_binding,mobile_element,transposase
PF01699	ion_transporter,membrane,sodium_transporter,transporter
PF01702	transferase,trna_modification
PF01712	kinase,nucleotide_metabolism
PF01717	amino_acid_biosynthesis,one_carbon_metabolism,transferase
PF01725	hydrolase,nucleotide_metabolism
PF01728	methyltransferase,rrna_modification
PF01729	nad_biosynthesis,transferase
PF01738	esterase,hydrolase
PF01739	chemotaxis,methyltransferase
PF01740	sulfate_transporter,transporter
PF01741	ion_channel,membrane,transporter
PF01743	nucleotidyltransferase,rna_processing
PF01747	atp_binding,sulfur_metabolism,transferase
PF01750	hydrogenase_maturation,protease
PF01757	acetyltransferase,lipid_metabolism,transferase
PF01758	membrane,symporter,transporter
PF01762	carbohydrate_active,glycosyltransferase,transferase
PF01769	magnesium_binding,metal_transporter,transporter
PF01784	hypothetical
PF01789	photosynthesis
PF01791	carbohydrate_active,lyase
PF01794	chemotaxis,signaling
PF01796	dna_binding,rna_binding
PF01797	mobile_element,transposase
PF01798	rna_binding,rrna_modification
PF01808	purine_metabolism,transferase
PF01810	amino_acid_transporter,membrane,transporter
PF01812	atp_binding,ligase,one_carbon_metabolism
PF01814	iron_binding,metal_binding,oxygen_binding
PF01817	aromatic_aa_metabolism,isomerase
PF01833	adhesin,cell_surface
PF01835	hypothetical
PF01837	amino_acid_biosynthesis,sulfur_metabolism,transferase
PF01839	cell_surface,repeat_domain
PF01842	amino_acid_metabolism,regulatory
PF01844	dna_repair,hydrolase,nuclease
PF01846	metal_binding,zinc_binding
PF01849	dna_binding,regulator
PF01850	pin_domain,ribonuclease,toxin_domain
PF01855	central_metabolism,iron_sulfur,oxidoreductase
PF01862	amino_acid_metabolism,decarboxylase,lyase
PF01863	metal_binding,protease
PF01864	lipid_metabolism,transferase
PF01865	hypothetical
PF01868	rna_processing,rnase
PF01870	dna_repair,nuclease,recombinational_repair
PF01871	regulatory
PF01872	cofactor_biosynthesis,reductase
PF01873	translation,translation_factor
PF01874	cofactor_biosynthesis,transferase
PF01875	hypothetical
PF01876	rna_processing,rnase
PF01880	iron_sulfur,oxidative_stress
PF01883	iron_sulfur,iron_sulfur_biosynthesis
PF01884	lipid_metabolism,transferase
PF01887	cofactor_biosynthesis,transferase
PF01891	cobalt_binding,membrane,transporter
PF01894	hypothetical
PF01895	metal_binding,phosphate_transporter,regulator
PF01899	antiporter,membrane,transporter
PF01900	rna_processing,rnase
PF01903	cobalamin_binding,cobalt_binding,metal_binding
PF01905	crispr_associated,defense_system,regulator
PF01906	heavy_metal_resistance,metal_binding
PF01909	metal_binding,zinc_binding
PF01912	translation,translation_factor
PF01913	archaeal_one_carbon,one_carbon_metabolism,transferase
PF01914	membrane,transporter
PF01916	amino_acid_metabolism,translation
PF01918	dna_binding,regulator
PF01920	chaperone
PF01924	hydrogenase_maturation
PF01925	sulfur_metabolism,transporter
PF01926	gtp_binding,gtpase,ribosomal_protein,translation
PF01927	nuclease,rna_processing
